,year,revenuegrowth,nopat,nopatmargin,investedcapital,investedcapitalturnover,investedcapitalincreasedecrease,freecashflow,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,netincomeqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,ebitdamargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,debttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,noncontrollinginterestsharingratio,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoebitda,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,normalizednopat,normalizednopatmargin,pretaxincomemargin
0,2009Q1,0.06914583603160213,0.01,0.5977829137661403,0.01,0.01,0.01,0.7091734603354709,0.6163976718646967,1.0,0.005552833578311267,0.34550426250603183,0.005871990604815053,0.03634232121922626,0.23787492023133375,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.32689899792856436,0.3843526235473647,0.3445609333210571,0.3248599064611434,0.3194330663715235,0.22632351564658157,0.929828447001621,0.01,0.4872752460269828,0.18139367529829029,0.31168489189749843,0.2793049703311809,0.28594224749239205,0.3324721022725963,0.35234994265194175,0.8820713547430347,0.09806373944824506,0.3675900986131819,0.6958756695731544,0.6643544887934351,0.6201029519758477,0.7406900378127697,0.6324099013868174,0.6331539701857676,0.10198949546395042,0.05065703624001294,0.3307848182777591,0.01,0.9828451755542487,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.7486973135710977,0.01,0.9999999999999999,0.01,0.06939278940147862,0.01,0.01,0.01,0.01,1.0000000000000002,0.02344719569415778,0.543483066124988,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.9999999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24467130017249553,0.01,0.01,0.01,0.5318108105205503,0.6201029519758477
1,2009Q2,0.10337067737339722,0.015720729530099065,0.6623579722379838,0.22658847759621759,0.01,0.01,0.7091734603354709,0.6273474262527797,0.8120994992652529,0.01,0.34132218111629403,0.01,0.01,0.6351124760689215,0.2213223350767568,0.2213223350767568,0.01,0.01,0.8120994992652529,0.19616336363179832,0.34519747568771914,0.3557264238906326,0.03682495324078863,0.16174472565601203,0.5101118191655646,0.4900659744242619,0.01,0.01,0.01,0.01,0.4881545006694271,0.01,0.01,0.01,0.01,0.3844057436985241,0.01,0.32689899792856436,0.5468025720285375,0.6065266803406439,0.5288516963807379,0.34909826755530404,0.22632351564658157,0.929828447001621,0.01,0.4719442914340681,0.17071830233026977,0.2879865882621893,0.3144902303054235,0.31256686888266205,0.33675143050008177,0.01,0.8820713547430347,0.09806373944824506,0.36692228925049486,0.6672455622012441,0.6546389882528788,0.5951773633367509,0.804441040424082,0.6330777107495045,0.5769603815430999,0.2874741365589688,0.06529726883542053,0.4513912490193923,0.01,0.74350925944707,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11519954712708746,0.8521752569353218,0.8521752569353218,0.01,0.01,0.01,0.43776053728578046,0.01,0.9999999999999999,0.01,0.06939278940147862,0.01,0.01,0.01,0.01,1.0000000000000002,0.02344719569415778,0.7724391866088117,0.01,0.01,0.01,0.01,0.01,1.0,0.01,1.0,0.01,0.01,0.9999999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,0.24467130017249553,0.01,0.01,0.015720729530099065,0.6069775434149902,0.5951773633367509
2,2009Q3,0.18217631567586237,0.043919679903047015,0.6860926969013383,0.21652482666055628,0.01,0.01,0.7091734603354709,0.6222246172244924,0.7863200545200695,0.034460231912461226,0.3416438796847354,0.02084556664709336,0.014067995310668227,0.562919432035737,0.2436014475123914,0.2436014475123914,0.01,0.01,0.7863200545200695,0.20936865469622074,0.36751504565060383,0.3842620195148857,0.07365422712166814,0.19185861584767666,0.5636647829746303,0.5336734597290979,0.01,0.01,0.01,0.01,0.6060770539005114,0.01,0.01,0.01,0.01,0.4276748299059391,0.01,0.4426393403254453,0.6825462039102138,0.6566348926030734,0.6194055829450951,0.3615053957923854,0.49756859862243424,0.929828447001621,0.01,0.6237678097226904,0.20659726065567044,0.3994750456159959,0.3442248637717318,0.3602595999723998,0.34642699438704866,1.0,0.8820713547430347,0.01,0.4072412795227387,0.6843698205664047,0.6893107726688966,0.6364645823207832,0.8455586580386814,0.5927587204772611,0.5669337550735472,0.27650803756167464,0.052064971040040264,0.4330669828460745,0.01,0.779872619216649,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05816586470421736,0.8562707673286455,0.8562707673286455,0.01,0.01,0.01,0.4519453450671607,0.01,0.9999999999999999,0.01,0.06939278940147862,0.01,0.01,0.01,0.01,1.0000000000000002,0.02344719569415778,1.0,0.01,0.01,0.01,0.01,0.01,1.0,0.01,1.0,0.01,0.01,0.9999999999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.952855474428023,0.9695213350654542,0.24467130017249553,0.01,0.01,0.043919679903047015,0.6346052645710052,0.6364645823207832
3,2009Q4,0.06914583603160213,0.09459451237236,0.7269930018314259,0.21229404309237537,0.9003572673405364,0.01,0.7091734603354709,0.5798820162627754,0.7620640321706789,0.11628286787522457,0.3393919897056458,0.06850655705617537,0.02403282532239155,0.5465858328015316,0.2678100798766642,0.2678100798766642,0.01,0.01,0.7620640321706789,0.2235384691799051,0.39239042845193295,0.41545563186993584,0.13435368759159483,0.24414471271859714,0.6602981844415053,0.6173199428284759,0.6356852463999392,0.5106850577341187,0.01,0.43335602708120574,0.7867706734074615,0.5982732849243234,0.4193301086938293,0.48021726767330924,0.47951948987820947,0.5087268025596797,0.01,0.32689899792856436,0.3843526235473647,0.3445609333210571,0.3248599064611434,0.3194330663715235,0.5422059317061589,0.929828447001621,0.01,0.7187584783734677,0.23721040611991354,0.5084411818247245,0.39044749284642666,0.43963301326155174,0.3608758323625157,0.2928407358118453,0.8820713547430347,0.04482918952429698,0.4830877278899446,0.7516970526770914,0.7717582951799798,0.7680458636507154,0.965757431385202,0.5169122721100547,0.6180615188825533,0.01,0.01,0.3701164463546951,0.01,0.9047940204052658,1.0,0.9315552699228792,0.01,0.8874571260730326,0.9999999999999999,0.8120683138036493,0.01,0.18892440697209112,0.9999999999999999,0.018397962071893592,0.8615253844370605,0.8615253844370605,0.01,0.01,0.8734960163542297,0.5387332098193608,0.8491911753941649,0.08735840767551273,0.8000668881407327,1.0,1.0000000000000002,1.0000000000000002,0.01,0.8000668881407327,1.0000000000000002,0.02344719569415778,0.8317115772056533,0.01,0.01,0.01,0.01,0.01,1.0,0.01,1.0,0.01,0.01,0.9999999999999999,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8912844383575457,0.9139329741907938,0.9691021153399977,0.8563088187406264,0.9473038397757435,0.09459451237236,0.6822140839624973,0.7680458636507154
4,2010Q1,0.4645429492437652,0.10150459228383496,0.7315784860521013,0.2164877357785761,0.9302892994074589,0.01,0.7091734603354709,0.6108850954153258,0.7422086458896506,0.10615711252653925,0.33392311404214253,0.05911137208847134,0.02930832356389214,0.5084556477345246,0.28595466893720206,0.28595466893720206,0.01,0.01,0.7422086458896506,0.2376881239755152,0.4132206711673029,0.4392123130261205,0.11119594746344158,0.21995861374503,0.5734038715883131,0.5340236826412487,0.5572020213533949,0.43606873277518926,0.01,0.5398275275161692,0.6950359009351302,0.5114964591722548,0.35808591532087075,0.40298510927217646,0.39970567145710506,0.4424304384312803,0.01,0.4728138520355418,0.7964067248372918,0.7420610137453423,0.7361076261972093,0.3757955547664423,0.38435775617039447,0.929828447001621,0.01,0.4978254256657322,0.16878081378651202,0.28277599265063863,0.28578693794153587,0.27077565128011527,0.3291823552585805,0.2359931325317202,0.8820713547430347,0.11564218827718949,0.476877100816953,0.7019216449280583,0.7559443045689699,0.7152288748008898,0.9231562505653825,0.5231228991830463,0.5725555850718791,0.16885245901639334,0.01856070144914268,0.40033577026567757,0.01,0.8448256627654613,0.886130933912504,0.9260695923613661,0.01,0.9873604820829622,0.6224040781678545,0.8168719107138658,0.01,0.3036377341634328,0.8731285847545438,0.01,0.8575844216057491,0.8575844216057491,0.01,0.01,0.9061175490237219,0.4744673459935155,0.8843051428069509,0.03359582138449757,0.7885264542596598,0.06939278940147862,0.847520486889218,0.8594487373709853,0.01,0.7885264542596598,1.0000000000000002,0.035907458902700445,0.7145389073654658,0.01,0.01,0.01,0.01,0.01,1.0,0.01,1.0,0.01,0.01,0.9999999999999999,0.01,0.9123593392470928,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8943512271356192,0.9193019431852251,0.8304096516800661,0.8679737540888378,0.960208340820528,0.10150459228383496,0.6875516845123668,0.7152288748008898
5,2010Q2,0.4735911439220596,0.07175723248364779,0.6192848674407554,0.24317825989697367,0.9019693272917392,0.07474596909562878,0.7800563216469536,0.5888235614229728,0.7335279560744787,0.09439817083129187,0.3356924561685701,0.053141514973576054,0.09876905041031654,0.5928525845564773,0.3272513481733089,0.2981591858248488,0.33213748408671695,0.01,0.7335279560744787,0.2699734267123175,0.4389165042133394,0.46081614071029287,0.05060287759026913,0.16297493516447165,0.42322952987856194,0.39910267210616485,0.414825791253467,0.32528682094940553,0.01,0.7879647490449713,0.4582809939570637,0.35999640608025874,0.25214237286511376,0.2804911735007718,0.28436142686758253,0.31232249123219447,0.01,0.47661961738156666,0.7774895332002973,0.5468618443895464,0.5837498276380422,0.35516252921493646,0.5526061654859721,0.929828447001621,0.09883397330865157,0.4803733361834371,0.1720952651664413,0.2788913302090081,0.21282647293309218,0.2313574115506601,0.32206544936248577,0.09373624387070287,0.8820713547430347,0.30223073651429855,0.4779289005631857,0.6738007734620834,0.6817248459958932,0.6691168905807102,0.8099832948370795,0.5220710994368141,0.6325608980101194,0.34287760623905794,0.13672992834413122,0.338570906554164,0.01,0.9673941705036411,0.961991932981694,1.0,0.01,0.9990146102973224,0.6875714358920657,0.7565411931946632,0.01,0.2748471481615902,0.8160635077766567,0.06453439003679584,0.8826984004327333,0.8826984004327333,0.01,0.4959150326797386,0.8022819785740406,0.5234483557202408,0.7804022895958075,0.19747313857558846,0.8106039999108159,0.06939278940147862,0.888452919433396,0.8719169945396881,0.01,0.8106039999108159,1.0000000000000002,0.3491096967726093,0.22701427326309015,0.5496201935344576,0.01,0.523818431809041,0.01,0.01,0.9333303030303031,0.4833493743984601,0.35740901434332095,0.01,0.48068025509566087,0.2781061714785318,0.01,0.47666015386919375,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5132123982288245,0.5265405125503058,0.9999999999999999,0.9448558957774652,0.9515771027037756,0.07175723248364779,0.556839539054697,0.6691168905807102
6,2010Q3,0.4569194404869835,0.11951415737009691,0.6975840864322258,0.25223663609916724,0.9503746950156847,0.1609010749069205,0.7184623807795428,0.5418396903132027,0.7123482329285523,0.14012738853503187,0.3356924561685701,0.08054413779604619,0.18141852286049237,0.5003190810465858,0.36390544540398206,0.3133945586505406,0.5766693669709254,0.01,0.7123482329285523,0.2997131575025642,0.4674149618643861,0.4912949076566816,0.09070904705106186,0.1967718692915871,0.46976073103282434,0.4424545893399718,0.46687184163532053,0.3591588491178038,0.01,0.6958659555958999,0.5335308013998522,0.41361932221940884,0.2884567009494239,0.31725258527640116,0.32578736461512875,0.37127658702064087,0.01,0.4806109515119682,0.7795659375774413,0.5959328606973728,0.6776627944563873,0.3692039515768391,0.2819078624443232,0.929828447001621,0.24222961563957923,0.6071604745422706,0.20821419579319406,0.40061978485337263,0.37465727914417385,0.41895987113588073,0.35810368408967513,0.6833376059253873,0.8711807342746418,0.14717310284672114,0.5417547804020209,0.7035790636785086,0.6918865775172144,0.7244739764225075,0.9765826181875201,0.4582452195979787,0.6567471226732728,0.41854209772401707,0.18634532176461183,0.44715962375331886,0.01,0.7519066550374234,0.9235184610611231,0.9834741094381196,0.01,0.9999999999999999,0.610553239652518,0.7692356384931607,0.01,0.3095354420838103,0.7946059727551856,0.03283328615907155,0.9058032609535583,0.9058032609535583,0.01,0.8586601307189543,0.9016707931921322,0.6080650764242705,0.8732041165878583,0.07628489998300114,0.8615281710552719,0.06939278940147862,0.8908964616186091,0.9265637090885313,0.01,0.8615281710552719,1.0000000000000002,0.32523112046137814,0.18358942389515887,0.9149213888943413,0.01,0.8719706677391896,0.01,0.01,0.8957323232323233,0.807507218479307,0.3428615180439998,0.01,0.7999249718644493,0.2606580122783341,0.01,0.42336666353216523,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38771772099784074,0.40241830718497057,0.7460078883923618,1.0,0.9515249062603216,0.11951415737009691,0.647981484862479,0.7244739764225075
7,2010Q4,0.5271481817266043,0.19315172526610064,0.7286998722153795,0.29484455379096675,0.9346462181944926,0.3719348337246993,0.5499761860716154,0.5435962611701398,0.7059198824529517,0.21002776416789154,0.34196557825317675,0.1262477980035232,0.7051582649472451,0.5038289725590299,0.37902931516840804,0.31997323926522725,0.6742275199625902,0.01,0.7059198824529517,0.32326901107630035,0.498044291776623,0.5272192820027929,0.12508932152009,0.22745114288046162,0.4981123001082121,0.4658248696129563,0.49691857593373606,0.3794881193995719,0.01,0.648473845455577,0.5275860821198353,0.44937882364472476,0.3173203389465059,0.3472406309118975,0.35317994631990973,0.3983932295866625,0.05781849658465931,0.449643438249258,0.6628412307130467,0.6288158550099893,0.6400844969178292,0.3635208426844637,0.5472022903116076,0.929828447001621,0.5923159185000813,0.7922623794529445,0.22354792406249197,0.43674342007781186,0.4112186577757435,0.4156248537707903,0.35607736949254587,0.5174592410038107,0.6572047746136287,0.3844659424312109,0.548482959731095,0.6987317143474812,0.7050340659260924,0.7236934996931309,1.0,0.4515170402689044,0.7146025489747885,0.2310361292376255,0.17251779950092705,0.4750254894094379,0.01,0.6966085880610942,0.9095563139931742,0.9046318398824825,0.01,0.8797635064713574,0.6638474786611381,0.8362147077600877,0.01,0.28467433485021915,0.9243819060491756,0.038777243136144834,0.9163124951703887,0.9163124951703887,0.01,0.9477124183006537,0.9083956308787999,0.5962830013895322,0.8803686190692297,0.07475279983575189,0.8784374930324854,0.4565808484240575,0.8764336687863329,0.9245365274159975,0.01,0.8784374930324854,1.0000000000000002,0.3027827368113672,0.01,1.0,0.01,0.9530552879444032,0.01,0.01,0.8869757575757576,0.9006737247353224,0.36062477668317083,0.01,0.8783293735150682,0.29104974055841704,0.01,0.4154712026385537,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.348513237604712,0.362409949399057,0.7172989821754612,0.9786626280408617,0.9126385558869886,0.19315172526610064,0.6842009171651651,0.7236934996931309
8,2011Q1,0.5290801421807768,0.0597121962134185,0.33842626550599486,0.29879594423307587,0.9765597769257578,0.37084313066792984,0.4967721086212782,0.5772487001681991,0.6827391539710113,0.08753878817573085,0.3451825639375905,0.054805245644940326,0.22010550996483003,0.5288768347160178,0.39607914690015367,0.3444228196082537,0.5897465571109707,0.01,0.6827391539710113,0.3349413897580673,0.5213198662485018,0.5570641872518506,0.12421583747184856,0.22327291487540063,0.47003727305518817,0.43545959658106714,0.4667426573957977,0.38547928482669674,0.01,0.6354627633420327,0.5110287465947098,0.4155469700806182,0.31261514430621135,0.34449693016562016,0.3560695874214781,0.37135039239859274,0.05999499310545792,0.3105195027013421,0.3119771491176586,0.21052304627225116,0.22279111086999273,0.30271361853693424,0.4746620580385783,0.929828447001621,0.5787888831909545,0.49959714880007894,0.11728004236263799,0.10110960116167328,0.058913584235663286,0.04566158258272307,0.28556629065242783,0.18842845893562415,0.8778065429935441,0.10419475061454288,0.5855519444382606,0.47845595830030496,0.3950522779547385,0.3926117234699994,0.4474390442475742,0.4144480555617389,0.8101551254409431,0.5227598281075918,0.69966346924292,0.3276213206452716,0.01,0.9891229386827856,0.9235184610611231,0.977357234667646,0.01,0.9038676545830097,0.57463310080231,0.7740500869024214,0.01,0.3288896954130489,0.7792185541048073,0.019671667138409288,0.9041805115524302,0.9041805115524302,0.01,0.7704248366013073,0.6641268052299963,0.5294407132931913,0.6451536400767104,0.2986336933989443,0.6038839713718758,0.42888904764056934,0.6567546782876186,0.6371235817902412,0.01,0.6038839713718758,1.0000000000000002,0.2701039959118391,0.1651432776549684,0.8289300645769133,0.01,0.790016181381123,0.01,0.01,0.9045828282828284,0.7882579403272377,0.30792200500229694,0.01,0.7877954232837315,0.214699789025526,0.01,0.43026953229755477,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38910407756875076,0.4027544355314916,0.7350226463438007,0.9634156811816385,0.9256765429183117,0.13272828378265594,0.46526800768958143,0.3926117234699994
9,2011Q2,0.6330120594626488,0.17890345836189364,0.6055976122267277,0.3186833668827478,0.9590013942140116,0.34019146792017146,0.5740305708255833,0.5231428459672549,0.6627001005335373,0.2007186019924873,0.3538684252855075,0.12791152867488748,0.22801875732708093,0.5025526483726865,0.4236812228844244,0.3917203908688513,0.7103344520306797,0.7530272452062386,0.6627001005335373,0.3609062236129341,0.5550011596346838,0.5895228965028169,0.08399603196258704,0.18337024229924287,0.3807983647949982,0.35493672323871,0.375880542573806,0.3079993744839914,0.01,0.8427701501569651,0.39339050602484377,0.31850296906778625,0.2415005833578895,0.2666264319123501,0.2734716284093205,0.27153271901745907,0.03915600823320215,0.49719592082569763,0.7201523392156095,0.6756660517444304,0.7220417601942208,0.3750227953249464,1.0,0.8986588556065006,0.46980806994284,0.5748234442955448,0.25738608473531177,0.5485206023428206,0.5376914412898419,0.5898729679592469,0.39142444863062875,0.40269673754403246,0.8864543216596745,0.19999315172180132,0.535254769271865,0.6381590641589199,0.5816493857975199,0.6155442583519878,0.8566431668646761,0.4647452307281348,0.8354533604334371,0.42315772720038214,0.35356333417275243,0.48176389268639186,0.01,0.683236648343847,0.9002482159478747,0.9815575651854572,0.01,0.9052888897311023,0.5362576838840627,0.7707367625276034,0.01,0.3524316703425556,0.7467167795748199,0.031276535522219095,0.9343945599258172,0.9343945599258172,1.0,0.883169934640523,0.8439019345710911,0.6127547475683186,0.8165410121653078,0.13251562455157373,0.8032284675926958,0.48646536629601383,0.792914968039626,0.8383431604416204,0.01,0.8032284675926958,1.0000000000000002,0.02344719569415778,0.18587306715439372,0.43418650754705873,1.0,0.8941195177387221,0.01,0.01,0.893340404040404,0.8958614051973051,0.30774335153897203,0.9999999999999999,0.889083406277354,0.21910934559899642,1.0,0.3402988921278738,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4995588865456196,0.518836814230039,0.6459403024219986,0.9623304809765101,0.983637698496229,0.17890345836189364,0.5409072846970884,0.6155442583519878
